lost_track_buffer,track_activation_threshold,minimum_consecutive_frames,minimum_iou_threshold,HOTA,IDF1,MOTA
30,0.9,5,0.3,0.6057402180249877,0.5926381988157052,0.9280486057375404
30,0.9,5,0.5,0.5325078791120446,0.4796224946829207,0.9067749978505717
30,0.9,5,0.7,0.24446254441283302,0.17971477345235032,0.6660017768606884
60,0.25,2,0.05,0.5464401359379781,0.5089607830851383,0.9014186226463761
60,0.25,2,0.1,0.5512637445423607,0.5138296063141402,0.9039148253231307
60,0.25,2,0.3,0.5501591956732733,0.5077798053016479,0.9139368927865188
60,0.25,2,0.5,0.5050557938476398,0.4277240670683294,0.9178660476313301
60,0.25,2,0.7,0.2549202988202286,0.1636267872360572,0.8146906256269165
60,0.25,3,0.05,0.5540389787833112,0.5197573949705402,0.9034046943513026
60,0.25,3,0.1,0.5538734800779382,0.5192555544062021,0.904958014501476
60,0.25,3,0.3,0.5534236902980832,0.5104363072415107,0.9148167254177055
60,0.25,3,0.5,0.5058299252694607,0.4310460006694632,0.9156335081534979
60,0.25,3,0.7,0.2534620443240294,0.16886094651883504,0.7737999025592526
60,0.25,5,0.05,0.5544641605578892,0.5248354522380039,0.9025621184764853
60,0.25,5,0.1,0.5533673436924141,0.5234461697518985,0.9044106267732783
60,0.25,5,0.3,0.559532679420132,0.5207024628048461,0.9133780414409767
60,0.25,5,0.5,0.5041780065068394,0.43804978113046866,0.9066345685381022
60,0.25,5,0.7,0.24782912952999867,0.1752297856629292,0.7003066517639641
60,0.5,2,0.05,0.5568616434727502,0.52602968555989,0.908526065399937
60,0.5,2,0.1,0.5593217236884507,0.5267310725993221,0.9110595248330611
60,0.5,2,0.3,0.5658678325036989,0.5291121050507663,0.9205599977072765
60,0.5,2,0.5,0.5111354690440759,0.4378975732046319,0.9243687845699711
60,0.5,2,0.7,0.2552146476120006,0.16398040756658946,0.8182214197690081
60,0.5,3,0.05,0.5613073726742737,0.5337955715857889,0.9091995529189235
60,0.5,3,0.1,0.5614278615899408,0.5323748871784235,0.9109162296162554
60,0.5,3,0.3,0.5667133520790193,0.5308776494899419,0.9199037056143066
60,0.5,3,0.5,0.5104379594532314,0.4393822923423797,0.9205657295159487
60,0.5,3,0.7,0.25352953786951526,0.16918468931580782,0.7749462642936978
60,0.5,5,0.05,0.5634789983378699,0.5397730706578646,0.9069211589717135
60,0.5,5,0.1,0.5618494418701444,0.5378397657675656,0.9087668013641704
60,0.5,5,0.3,0.5712159551416649,0.5392262251246688,0.9174132347462242
60,0.5,5,0.5,0.5074562547581644,0.4431305210374324,0.9104433554007967
60,0.5,5,0.7,0.2480487409787551,0.17598606590476745,0.7003754334680309
60,0.75,2,0.05,0.5589323571966492,0.5374313774443936,0.9166680996188348
60,0.75,2,0.1,0.5657496763270886,0.5430049776392369,0.9186427077064168
60,0.75,2,0.3,0.5750771525542263,0.5458299825168648,0.929782477860889
60,0.75,2,0.5,0.5178537779387193,0.4495698872542162,0.9295417418966555
60,0.75,2,0.7,0.2568914765498602,0.16712162798872193,0.8184478262115611
