lost_track_buffer,minimum_iou_threshold,minimum_consecutive_frames,direction_consistency_weight,high_conf_det_threshold,delta_t,HOTA,IDF1,MOTA
10,0.1,3,0.0,0.6,1,0.8191119099356623,0.7619173279550638,0.9689910671742122
10,0.1,3,0.0,0.6,3,0.8191119099356623,0.7619173279550638,0.9689910671742122
10,0.1,3,0.2,0.6,1,0.8255300463506007,0.768868631447076,0.9696358319147919
10,0.1,3,0.2,0.6,3,0.8238200858401478,0.7658877942757456,0.9695986339489892
10,0.1,3,0.5,0.6,1,0.8232432998934739,0.7689421244408456,0.9691469443642425
10,0.1,3,0.5,0.6,3,0.8232046694349947,0.7670336476533712,0.9692638522567651
10,0.1,5,0.0,0.6,1,0.8163707413985426,0.7629441354331873,0.9605736989125795
10,0.1,5,0.0,0.6,3,0.8163707413985426,0.7629441354331873,0.9605736989125795
10,0.1,5,0.2,0.6,1,0.8227601445003994,0.7698378860740668,0.9613513135310258
10,0.1,5,0.2,0.6,3,0.8210581104616248,0.7668583584215175,0.9613265148871574
10,0.1,5,0.5,0.6,1,0.8204826612845392,0.7698624505016554,0.9609917331949333
10,0.1,5,0.5,0.6,3,0.8204346537272688,0.7679228885771673,0.9611635523703075
10,0.3,3,0.0,0.6,1,0.7794317639740411,0.7179381375835266,0.9434059520287947
10,0.3,3,0.0,0.6,3,0.7794317639740411,0.7179381375835266,0.9434059520287947
10,0.3,3,0.2,0.6,1,0.7853704105410422,0.7246113431729154,0.9442065939594046
10,0.3,3,0.2,0.6,3,0.784303097750631,0.7230302738430252,0.9440702014181281
10,0.3,3,0.5,0.6,1,0.7827398101388234,0.723453084201135,0.9444811503736624
10,0.3,3,0.5,0.6,3,0.7832546236864877,0.7233756099156315,0.9446972528416588
10,0.3,5,0.0,0.6,1,0.7762271028292153,0.7195620008084,0.9323457568634675
10,0.3,5,0.0,0.6,3,0.7762271028292153,0.7195620008084,0.9323457568634675
10,0.3,5,0.2,0.6,1,0.7820820711355208,0.7261152435897319,0.9332703920134197
10,0.3,5,0.2,0.6,3,0.7810472900406186,0.7245620819312002,0.9330613748722427
10,0.3,5,0.5,0.6,1,0.7794208299358093,0.7249162542215641,0.933550262422792
10,0.3,5,0.5,0.6,3,0.779956016445472,0.7248425560615573,0.9337964775297717
10,0.5,3,0.0,0.6,1,0.6813759479761142,0.6136424002766094,0.893397715336367
10,0.5,3,0.0,0.6,3,0.6813759479761142,0.6136424002766094,0.893397715336367
10,0.5,3,0.2,0.6,1,0.6881796863268224,0.6213255743102547,0.8943436064667778
10,0.5,3,0.2,0.6,3,0.6875273356070339,0.6205146407380597,0.8944463437056613
10,0.5,3,0.5,0.6,1,0.690401625967043,0.6261033636876701,0.8952912689288934
10,0.5,3,0.5,0.6,3,0.6927893840685929,0.6274005154869564,0.8956986752210179
10,0.5,5,0.0,0.6,1,0.6768269908110558,0.6155132521961588,0.8771528322708295
10,0.5,5,0.0,0.6,3,0.6768269908110558,0.6155132521961588,0.8771528322708295
10,0.5,5,0.2,0.6,1,0.6834646821596175,0.623063890440221,0.8780579827720278
10,0.5,5,0.2,0.6,3,0.6828141858692726,0.6222506771360693,0.8781766619962554
10,0.5,5,0.5,0.6,1,0.6854082272053541,0.6276293070632124,0.8787558874637541
10,0.5,5,0.5,0.6,3,0.6878178687885476,0.6289419525809816,0.8792182050387302
30,0.1,3,0.0,0.6,1,0.8203938543511193,0.7651462150066953,0.9675775444737108
30,0.1,3,0.0,0.6,3,0.8203938543511193,0.7651462150066953,0.9675775444737108
30,0.1,3,0.2,0.6,1,0.8271463500459111,0.7731741503672037,0.9682541931849784
30,0.1,3,0.2,0.6,3,0.8253150420205856,0.7699058153837866,0.9683445311019278
30,0.1,3,0.5,0.6,1,0.8232506918146006,0.7708803986860177,0.9677227936735117
30,0.1,3,0.5,0.6,3,0.8249110409674865,0.7715277971115755,0.9681532272777997
30,0.1,5,0.0,0.6,1,0.817527773349391,0.7662896382928223,0.9586358620274309
30,0.1,5,0.0,0.6,3,0.817527773349391,0.7662896382928223,0.9586358620274309
30,0.1,5,0.2,0.6,1,0.8243156391458072,0.7742973322398485,0.959415247977582
30,0.1,5,0.2,0.6,3,0.8224927942570668,0.7710344914689253,0.9595480978554487
30,0.1,5,0.5,0.6,1,0.8204006061879043,0.7718524053438449,0.9591371488999144
30,0.1,5,0.5,0.6,3,0.8220732355917043,0.7724856936902476,0.9596738624064959
30,0.3,3,0.0,0.6,1,0.7772827062007952,0.7195284800764626,0.9397853500240015
30,0.3,3,0.0,0.6,3,0.7772827062007952,0.7195284800764626,0.9397853500240015
30,0.3,3,0.2,0.6,1,0.7857753636394216,0.7288578124203984,0.9414486304948924
30,0.3,3,0.2,0.6,3,0.7838662070473887,0.7259468985325813,0.9410979068173243
30,0.3,3,0.5,0.6,1,0.782309430390896,0.7262162130206576,0.9419375180454418
30,0.3,3,0.5,0.6,3,0.7838605340340842,0.7273805269336708,0.9423626376546151
30,0.3,5,0.0,0.6,1,0.7740037093627504,0.7214660165701298,0.9277810350599685
30,0.3,5,0.0,0.6,3,0.7740037093627504,0.7214660165701298,0.9277810350599685
30,0.3,5,0.2,0.6,1,0.7823643821494758,0.7305704511157018,0.9297737832279687
30,0.3,5,0.2,0.6,3,0.7805035380639227,0.7277041698988092,0.9293504349505002
30,0.3,5,0.5,0.6,1,0.7788860375516556,0.7279092035906984,0.9302980974126158
30,0.3,5,0.5,0.6,3,0.7804321386015344,0.7290064843245915,0.9308330395874923
30,0.5,3,0.0,0.6,1,0.6802611250862186,0.6150646954407386,0.8890685806496181
30,0.5,3,0.0,0.6,3,0.6802611250862186,0.6150646954407386,0.8890685806496181
30,0.5,3,0.2,0.6,1,0.6870709635333894,0.6220154176595836,0.8910383015054548
30,0.5,3,0.2,0.6,3,0.6868294112049896,0.6216252774080041,0.8914775917682674
30,0.5,3,0.5,0.6,1,0.6893747190564871,0.626635379788627,0.8921453838210105
30,0.5,3,0.5,0.6,3,0.6923379869186699,0.6286823931266967,0.8931337869123386
30,0.5,5,0.0,0.6,1,0.6756787285803297,0.6172827631600041,0.8719220897462922
30,0.5,5,0.0,0.6,3,0.6756787285803297,0.6172827631600041,0.8719220897462922
30,0.5,5,0.2,0.6,1,0.6823265073931867,0.623996940184757,0.8740901997530763
30,0.5,5,0.2,0.6,3,0.6820874701066116,0.6235550507533419,0.8746605685620507
30,0.5,5,0.5,0.6,1,0.6843670098153114,0.6283926180247811,0.8750325482200774
30,0.5,5,0.5,0.6,3,0.6873523718255586,0.6303639929678471,0.8762813370720242
60,0.1,3,0.0,0.6,1,0.8216937970782773,0.7700727959987352,0.9671683668498814
60,0.1,3,0.0,0.6,3,0.8216937970782773,0.7700727959987352,0.9671683668498814
60,0.1,3,0.2,0.6,1,0.828884189107187,0.7785024302100434,0.9678999268440006
60,0.1,3,0.2,0.6,3,0.8269155735779986,0.7752000079024337,0.9679973500877694
60,0.1,3,0.5,0.6,1,0.8245465172651196,0.7752373576236115,0.9671789948401107
60,0.1,3,0.5,0.6,3,0.8262484214064163,0.7764175790218786,0.9677139370149872
60,0.1,5,0.0,0.6,1,0.8187804912259942,0.7712212965871872,0.9580406945745881
60,0.1,5,0.0,0.6,3,0.8187804912259942,0.7712212965871872,0.9580406945745881
60,0.1,5,0.2,0.6,1,0.8259863838651209,0.7795786939186592,0.9589228177636229
60,0.1,5,0.2,0.6,3,0.8240315163022065,0.7762890505152592,0.9590468109829651
60,0.1,5,0.5,0.6,1,0.821626026210186,0.7761858849359391,0.9583790189302219
60,0.1,5,0.5,0.6,3,0.8233591007418921,0.7773458016796531,0.9591070362609313
60,0.3,3,0.0,0.6,1,0.7762043230836364,0.7206544399381772,0.9385383325037596
60,0.3,3,0.0,0.6,3,0.7762043230836364,0.7206544399381772,0.9385383325037596
60,0.3,3,0.2,0.6,1,0.7847862177901861,0.7294196668702349,0.940400002125598
60,0.3,3,0.2,0.6,3,0.782381329511316,0.7262153879201668,0.9400776197553082
60,0.3,3,0.5,0.6,1,0.7807487403061691,0.7263005596250967,0.9407967804274932
60,0.3,3,0.5,0.6,3,0.783563499393245,0.7287024234044102,0.9415407397435466
60,0.3,5,0.0,0.6,1,0.7728587342912473,0.7226258894487848,0.9262328911498954
60,0.3,5,0.0,0.6,3,0.7728587342912473,0.7226258894487848,0.9262328911498954
60,0.3,5,0.2,0.6,1,0.7813396798089098,0.7311684503738455,0.9284629977663508
60,0.3,5,0.2,0.6,3,0.7789543457564371,0.727986862314564,0.9280786187863898
60,0.3,5,0.5,0.6,1,0.7772521348569811,0.7280194210333455,0.9288278920975579
60,0.3,5,0.5,0.6,3,0.7800882344746285,0.7303322738881091,0.9297985818718371
