lost_track_buffer,frame_rate,track_activation_threshold,minimum_consecutive_frames,minimum_iou_threshold,high_conf_det_threshold,HOTA,IDF1,MOTA
60,30.0,0.7,2,0.3,0.5,0.8411813119800303,0.7872712221667588,0.9668704860286875
60,30.0,0.7,2,0.3,0.6,0.8411813119800303,0.7872712221667588,0.9668704860286875
60,30.0,0.7,2,0.3,0.7,0.8411813119800303,0.7872712221667588,0.9668704860286875
60,30.0,0.7,3,0.1,0.5,0.8568987094071685,0.8074257698452046,0.9782892816117827
60,30.0,0.7,3,0.1,0.6,0.8568987094071685,0.8074257698452046,0.9782892816117827
60,30.0,0.7,3,0.1,0.7,0.8568987094071685,0.8074257698452046,0.9782892816117827
60,30.0,0.7,3,0.3,0.5,0.8392928909327877,0.7895280677125368,0.9622115628606743
60,30.0,0.7,3,0.3,0.6,0.8392928909327877,0.7895280677125368,0.9622115628606743
60,30.0,0.7,3,0.3,0.7,0.8392928909327877,0.7895280677125368,0.9622115628606743
60,30.0,0.9,2,0.1,0.5,0.8587559044077183,0.8063551106825567,0.9824366099956071
60,30.0,0.9,2,0.1,0.6,0.8587559044077183,0.8063551106825567,0.9824366099956071
60,30.0,0.9,2,0.1,0.7,0.8587559044077183,0.8063551106825567,0.9824366099956071
60,30.0,0.9,2,0.3,0.5,0.8411813119800303,0.7872712221667588,0.9668704860286875
60,30.0,0.9,2,0.3,0.6,0.8411813119800303,0.7872712221667588,0.9668704860286875
60,30.0,0.9,2,0.3,0.7,0.8411813119800303,0.7872712221667588,0.9668704860286875
60,30.0,0.9,3,0.1,0.5,0.8568987094071685,0.8074257698452046,0.9782892816117827
60,30.0,0.9,3,0.1,0.6,0.8568987094071685,0.8074257698452046,0.9782892816117827
60,30.0,0.9,3,0.1,0.7,0.8568987094071685,0.8074257698452046,0.9782892816117827
60,30.0,0.9,3,0.3,0.5,0.8392928909327877,0.7895280677125368,0.9622115628606743
60,30.0,0.9,3,0.3,0.6,0.8392928909327877,0.7895280677125368,0.9622115628606743
60,30.0,0.9,3,0.3,0.7,0.8392928909327877,0.7895280677125368,0.9622115628606743
